2019-10-22,0.7625,0.7625,0.7625,0.7625,0.7625,2019/10/23,0.775,24.75,0.75,7.25,9,2019/10/24,0.5375,24.625,0,4.75,7.875,2019/10/25,0.5625,24.75,0,4.5,9.5,2019/10/26,0.85,24.5,0.875,5.625,10,2019/10/27,0.675,24.375,1,6.5,10.25,2019/10/28,0.575,24.25,0.75,6.25,8.5,2019/10/29,0.6,25.25,0,6.25,9.75,2019/10/30,0.6,25.25,0,5.5,10,2019/10/31,0.775,25,0,7.5,8
2019-10-23,0.85,24.25,0.5,5.5,8.5,2019/10/24,0.625,24.75,0.375,5.375,9.5,2019/10/25,0.625,24.375,0.375,5.75,9.875,2019/10/26,0.7375,24.375,0.875,5.125,8.625,2019/10/27,0.55,24.375,0,5,8.875,2019/10/28,0.5875,24.375,0.375,5.375,9.875,2019/10/29,0.6,25.5,1,6.5,11,2019/10/30,0.775,24.25,0,4.75,8.5,2019/10/31,0.8,24.75,0.5,4,9.25,2019/11/1,0.9,25.5,1,5.75,10.75
2019-10-24,0.85,24.25,0.625,4.625,7.125,2019/10/25,0.5125,24.5,0.875,6.5,10.75,2019/10/26,0.7375,24.125,0.625,5.25,9.875,2019/10/27,0.6375,24.5,0.875,5.25,8.875,2019/10/28,0.575,24.75,0.125,5.375,8.75,2019/10/29,0.6,25.375,0.375,4.25,9.125,2019/10/30,0.675,24.25,0,4.5,9.75,2019/10/31,0.75,24.25,0,8,14,2019/11/1,0.675,24.25,0.25,7,11.5,2019/11/2,0.875,24.75,1,5.5,9.75
2019-10-25,0.8625,24.5,0.625,5.5,7.375,2019/10/26,0.8625,24.375,0.75,7,11.75,2019/10/27,0.65,24.375,1,5.875,9.75,2019/10/28,0.625,24.625,0.125,5.375,9.5,2019/10/29,0.65,24.875,0.75,4.75,9.75,2019/10/30,0.6375,24.5,0.25,6.75,11.125,2019/10/31,0.775,25,1,8.25,12.75,2019/11/1,0.8,25,1,7.25,12.5,2019/11/2,0.975,26,1,7.75,13,2019/11/3,0.975,25,1,6,10.75
2019-10-26,0.85,24.375,0.625,4.5,7.5,2019/10/27,0.8,24.375,0.75,7.25,9.875,2019/10/28,0.5875,24.625,0.625,5.75,9.75,2019/10/29,0.6375,25.25,0.625,4.75,9,2019/10/30,0.625,24.75,0.125,7.875,12.75,2019/10/31,0.8125,24.875,1,8.5,13.5,2019/11/1,0.95,24.5,1,7.5,12.75,2019/11/2,1.025,24.75,1,7.25,12.75,2019/11/3,0.875,25.25,1,7.75,13.25,2019/11/4,0.925,25.5,1,8,12.75
2019-10-27,0.85,25,0.5,4.75,6.5,2019/10/28,0.6875,25.375,0.5,5.375,11,2019/10/29,0.6125,24.875,0.5,3.875,6.5,2019/10/30,0.7,24.875,0.5,7.25,13,2019/10/31,0.85,25,1,7.75,13.125,2019/11/1,1,24.375,1,7.5,12.5,2019/11/2,1.025,24.75,1,7.5,11.25,2019/11/3,1.1,25.25,1,7,12.25,2019/11/4,0.925,25,1,6.75,11.25,2019/11/5,0.9,24.5,1,6.5,12.5
2019-10-28,0.85,24.625,0.625,5.5,7.625,2019/10/29,0.7,25.5,0.625,5.75,9.125,2019/10/30,0.675,24.625,0.625,6.375,11.75,2019/10/31,0.85,25.25,1,8.125,13.75,2019/11/1,1.0625,24.5,1,8,13,2019/11/2,1.075,24.5,1,7.5,12.25,2019/11/3,0.95,24.75,1,7.25,11.75,2019/11/4,1,24.5,1,7,13,2019/11/5,0.9,24.5,1,8.25,13.5,2019/11/6,0.875,24,1,6.75,10.25
2019-10-29,0.95,24,0.625,6.5,10.375,2019/10/30,0.7,24,0.875,8,11.125,2019/10/31,0.775,24.75,1,8,12.375,2019/11/1,1.075,25.125,1,8.25,13.375,2019/11/2,1.1625,24.75,1,7.125,13.125,2019/11/3,1.05,24.625,1,6.5,10.625,2019/11/4,0.975,24.25,1,8,12.5,2019/11/5,0.95,24.75,1,8.25,13,2019/11/6,1,23.5,1,6.25,13.75,2019/11/7,0.95,23.5,1,6.25,10.75
2019-10-30,0.95,24.125,1,7.5,13.5,2019/10/31,0.9625,25,1,9.875,12.875,2019/11/1,1.0875,25,1,8.375,13.875,2019/11/2,1.2,25,1,8.25,12,2019/11/3,1.1,25.125,1,6.125,10.625,2019/11/4,0.975,24.125,1,7.375,13,2019/11/5,0.95,23.75,1,7.75,13.5,2019/11/6,0.85,23.75,1,9,14.75,2019/11/7,1.075,25,1,8,12,2019/11/8,1.225,25.25,1,6.75,11
2019-10-31,1.15,23.875,1,7.5,11.5,2019/11/1,1.025,25.25,1.25,9.125,13.375,2019/11/2,1.1125,24.625,1,8.125,13.25,2019/11/3,1.1125,25.125,1,5.75,9.875,2019/11/4,0.9375,24.875,1,6.5,11.125,2019/11/5,0.8875,24.5,1,7.25,12.875,2019/11/6,0.9,24.25,1,9,14.25,2019/11/7,1.025,24.75,1,8.25,12.75,2019/11/8,1.225,24.25,1,6.75,14.25,2019/11/9,1.375,23.75,1,9.25,14.75
2019-11-1,1.05,24.375,0.875,7.5,12.875,2019/11/2,1.0625,25.125,1.125,8.625,12.625,2019/11/3,1.1,25.375,1.125,6.125,10.75,2019/11/4,0.825,25,0.875,6.375,10.125,2019/11/5,0.8125,24.5,0.875,7.125,11.625,2019/11/6,1.1625,24.375,1,9.625,15.25,2019/11/7,1.225,24,1,7.5,10.75,2019/11/8,1.075,23.75,1,6.75,12.25,2019/11/9,1,23.25,1,9.25,15.5,2019/11/10,0.95,24.25,1,6.75,11.5
2019-11-2,0.9625,23.875,0.875,6.625,10.5,2019/11/3,1.0875,25.125,0.875,9.25,12.25,2019/11/4,0.95,24.625,1.5,5.125,9.375,2019/11/5,0.775,24.125,0.375,6.75,10.75,2019/11/6,1.0875,24.25,0.75,9.875,15.125,2019/11/7,1.2,24.5,1,6.25,9.25,2019/11/8,1.025,24.75,1,5,11.25,2019/11/9,1.05,23.5,1,9.75,17.25,2019/11/10,1.125,23.25,1.25,6.75,11.75,2019/11/11,0.875,23.25,1,4.25,8.25
2019-11-3,1.15,23.875,0.75,7.5,11.5,2019/11/4,0.9125,24.75,1,6.375,12.5,2019/11/5,0.85,24.125,1,8.125,13,2019/11/6,1.05,24.375,0.875,8.375,13.75,2019/11/7,1.1625,24.5,1,6.125,10.75,2019/11/8,1.2375,24,1,8.625,15,2019/11/9,1.375,22.75,1,10,16.5,2019/11/10,1.225,22.5,1,9,13.75,2019/11/11,0.975,22.75,1,5.5,8.75,2019/11/12,0.625,23.75,0.75,5.5,10.75
2019-11-4,1.15,24,1,7,14.25,2019/11/5,1.15,24.75,0.75,8.75,11.5,2019/11/6,1.1,24.25,1.5,10,16.375,2019/11/7,1.3125,24.625,1,7.625,13.75,2019/11/8,1.5,23.625,1,8.625,14.25,2019/11/9,1.4375,23,1,9.125,15,2019/11/10,1.225,23,1,9.5,15.75,2019/11/11,1.025,23,1,5.75,14,2019/11/12,0.7,23.5,1,5.75,9,2019/11/13,0.7,24,0.5,6.5,11.25
2019-11-5,1.375,23.625,1.125,7.5,15.125,2019/11/6,0.925,24.25,1.25,10.5,11.5,2019/11/7,1.4625,24.5,1.375,7.125,13,2019/11/8,1.2625,23.625,1.25,7.625,14.125,2019/11/9,1.4125,22.875,1,10.125,16.375,2019/11/10,1.3375,23.25,1.5,7.25,11,2019/11/11,1.05,23.25,1,4.25,7.5,2019/11/12,1,24,1,4.25,8.25,2019/11/13,0.775,24.25,0.25,4.75,9.25,2019/11/14,0.875,24.25,0,6,10.25
